term,frequency,document_frequency,in_lexicon,current_valence,n_tickers,n_sectors,example_headlines,window_start,window_end,n_headlines_in_window,is_stopword,review_eligible,exclusion_reason
apple,459,454,False,,41,10,"Dow Jones Rushes 230 Points To Record High Thanks To Disney, Apple || Stock Market Kicks Off 2020 With Solid Gains; Amazon, AMD, Apple And Tesla Are Key Leaders || Wait for a Better Price on Apple Stock",2020-01-01,2020-12-31,36955,False,True,
deal,458,448,True,0.04000000000000001,43,10,Dow Jones Futures: Can Stock Market Rally Hold In Bullish Channel As Iran Exits Nuclear Deal? 7 Stocks Near Buy Points || SmileDirectClub and Walmart Team Up on Distribution Deal || Gilead (GILD) Inks License Deal with Xencor for HIV Candidate,2020-01-01,2020-12-31,36955,False,True,
hopes,453,453,True,1.8,47,10,Allergan Pins Hopes on Millennials With Juvederm Marketing || Under Armour Hopes to Win Back Retailer Shelf Space || Stock Market News: Berkshire Sinks Despite Buffett Optimism; Gilead Rises on Coronavirus Hopes,2020-01-01,2020-12-31,36955,False,True,
sales,452,449,True,0.03,46,10,"Rosenblatt On Qualcomm Notes '5G Smartphone Market: December 5G Smartphone Sales below Expectations, QCOM and MediaTek Q1 5G SoC Orders Cut in Half, No Change to our 2020 Estimates' || Can Plug Power Really Hit $1 Billion in Sales by 2024? || Dow Jones News: Analyst Warns on Walmart Holiday Sales; Boeing Releases Damaging 737 Max Communications",2020-01-01,2020-12-31,36955,False,True,
amazon,447,447,True,0.7,43,10,"Stock Market Kicks Off 2020 With Solid Gains; Amazon, AMD, Apple And Tesla Are Key Leaders || This Is the Biggest Risk for Amazon Stock || 3 Reasons Why Amazon Stock Has Potential to Climb in 2020",2020-01-01,2020-12-31,36955,False,True,
wells,445,444,True,1.0,36,10,"Baird Downgrades Wells Fargo to Underperform, Announces $50 Price Target || Wells Fargo Downgrades U.S. Bancorp to Underweight, Announces $61 Price Target || Wells Fargo Option Alert: Jan, 2021 $65 Calls at the Ask: 1350 @ $0.72 vs 5190 OI; Earnings 1/14 Before Open Ref=$53.1229",2020-01-01,2020-12-31,36955,False,True,
starbucks,442,438,False,,20,9,"Starbucks Losing Ground To Homegrown Luckin Coffee In China || Benzinga's Bulls And Bears Of The Week: Apple, Disney, Starbucks, Tiffany And More || Bulls And Bears Of The Week: Apple, Disney, Starbucks, Tiffany And More",2020-01-01,2020-12-31,36955,False,True,
estimates,435,435,False,,50,10,Gold Miners Earnings Estimates And Revisions || Dow Jones News: Walgreens Misses Estimates; Boeing Price Targets Cut || Real Estate Earnings Estimates And Revisions,2020-01-01,2020-12-31,36955,False,True,
sciences,428,428,False,,32,10,"Bristol-Myers Squibb, Gilead Sciences, Biogen Raised U.S. List Prices on 50+ Drugs on Wednesday an Average of 5% || Gilead Sciences Option Alert: Jan 17 $65 Calls at the Ask: 1500 @ $1.311 vs 32458 OI; Earnings 2/3 After Close [est] Ref=$65.1002 || Better Buy: Gilead Sciences vs. Biogen",2020-01-01,2020-12-31,36955,False,True,
most,423,421,True,1.5,41,10,"12 Stocks That Have Been The World's Most Valuable Company || Biotech's Most Volatile Binary Events for Q1 || Most Active Equity Options For Midday - Friday, Jan. 3",2020-01-01,2020-12-31,36955,False,True,
company,420,411,True,0.0,47,10,"12 Stocks That Have Been The World's Most Valuable Company || Supreme Cannabis CEO Departs, Company Appoints Former Starbucks Exec On Interim Basis || A Company That Helps Employees Navigate Their Healthcare Benefits Has Asked Wall Street for Help Going Public",2020-01-01,2020-12-31,36955,True,False,stopword
fargo,420,419,False,,34,10,"Baird Downgrades Wells Fargo to Underperform, Announces $50 Price Target || Wells Fargo Downgrades U.S. Bancorp to Underweight, Announces $61 Price Target || Wells Fargo Option Alert: Jan, 2021 $65 Calls at the Ask: 1350 @ $0.72 vs 5190 OI; Earnings 1/14 Before Open Ref=$53.1229",2020-01-01,2020-12-31,36955,False,True,
china,419,404,False,,40,10,"Amgen Commences Strategic Collaboration With BeiGene To Expand Oncology Presence In China || Rosenblatt On Qualcomm Notes 'Based on recent observations, 5G smartphone sell-throughs in China have not been as strong as China OEMs expected after the OEMs launched several 5G smartphone models in November and December 2019' || Starbucks Losing Ground To Homegrown Luckin Coffee In China",2020-01-01,2020-12-31,36955,False,True,
watch,419,419,True,0.0,49,10,Dogs of the Dow 2020: 10 Dividend Stocks to Watch || Watch This Trade Level For DuPont De Nemours Inc || The 1 Number Disney Investors Should Watch in 2020,2020-01-01,2020-12-31,36955,False,True,
news,418,403,True,0.0,46,10,"Dow Jones News: Microsoft, Intel Hit the Ground Running in 2020 || Dow Jones News: Apple Price Targets Raised; Exxon Expects Big Gain From Norway Asset Sale || Dow Jones News: Apple Could Delay Fastest 5G iPhone; Boeing's 737 Max Crisis Escalates",2020-01-01,2020-12-31,36955,False,True,
xom,414,414,False,,25,9,"Energy Sector Update for 01/02/2020: XOM, CVX, COP, SLB, OXY, CLB, WMB, SDRL || Interesting XOM Put And Call Options For February 14th || Energy Sector Update for 01/03/2020: BP, XOM, CVX, COP, SLB, OXY, CVI",2020-01-01,2020-12-31,36955,False,True,
your,414,411,False,,47,10,3 Ways to Prepare Your Stock Portfolio for a Recession || Attention Biotech Investors: Mark Your Calendar For These January PDUFA Dates || Semiconductor Stocks: Year In Review; Where to Place Your Chips in 2020,2020-01-01,2020-12-31,36955,True,False,stopword
best,413,413,True,1.5,47,10,3 of the Best Healthcare Stocks to Buy in 2020 || Pros' Picks: The 13 Best Dividend Stocks for 2020 || 5 Top Stock Trades for Friday: The Dow’s Best of 2019,2020-01-01,2020-12-31,36955,False,True,
have,410,396,True,0.0,47,10,"12 Stocks That Have Been The World's Most Valuable Company || Rosenblatt On Qualcomm Notes 'Based on recent observations, 5G smartphone sell-throughs in China have not been as strong as China OEMs expected after the OEMs launched several 5G smartphone models in November and December 2019' || Daily Markets: Bull Market May Have Met Its Bear",2020-01-01,2020-12-31,36955,True,False,stopword
morgan,410,408,False,,42,10,"Morgan Stanley On AMD At CES: 'Impressive Group Of Products, But Nothing Particularly Surprising' || DA Davidson Initiates Coverage On Morgan Stanley with Buy Rating, Announces $62 Price Target || 2020 J.P. Morgan Healthcare Conference Roundup",2020-01-01,2020-12-31,36955,False,True,
data,408,405,False,,43,10,"Brookfield Infrastructure Partners Dives Deeper Into Data to Keep Growing Its 4% Dividend || The Daily Biotech Pulse: Xeris Jumps On Positive Data, Mixed Results For Merck's Keytruda-Chemo Combo In Lung Cancer, Intra-Cellular Announces Offering || Dow Jones Today: Trump’s Iran Comments and Jobs Data Spark Stocks",2020-01-01,2020-12-31,36955,False,True,
notable,408,408,True,0.05,49,10,"Notable Thursday Option Activity: C, MMM, UNH || Notable Friday Option Activity: AMD, AZO, YELP || Notable Friday Option Activity: JPM, MPC, SLB",2020-01-01,2020-12-31,36955,False,True,
markets,407,396,False,,45,10,Daily Markets: 2020 Looks to Begin the Way 2019 Ended || Daily Markets: Bull Market May Have Met Its Bear || Daily Markets: Has The Flight-to-Safety Trade Ended Already?,2020-01-01,2020-12-31,36955,True,False,stopword
analyst,403,401,False,,50,10,"5 Dividend Growth Stocks With Upside To Analyst Targets || Top Analyst Reports for Exxon Mobil, AT&T & Disney || The Zacks Analyst Blog Highlights: Exxon Mobil, AT&T, Disney, Netflix and United Parcel Service",2020-01-01,2020-12-31,36955,False,True,
hit,401,400,True,-0.045000000000000005,46,10,"Dow Jones News: Microsoft, Intel Hit the Ground Running in 2020 || 6 Reasons JD.com's Stock Will Hit New Highs in 2020 || Can Plug Power Really Hit $1 Billion in Sales by 2024?",2020-01-01,2020-12-31,36955,False,True,
ishares,400,355,False,,42,10,iShares Edge MSCI USA Quality Factor ETF Experiences Big Inflow || iShares U.S. Utilities ETF Experiences Big Outflow || iShares Expanded Tech-Software Sector ETF Experiences Big Inflow,2020-01-01,2020-12-31,36955,False,True,
alert,399,399,True,-0.020000000000000004,50,10,"ITOT, HD, BA, C: ETF Inflow Alert || Occidental Petroleum Option Alert: Feb 21 $45 Calls Sweep (45) near the Ask: 936 @ $0.891 vs 7304 OI; Earnings 2/11 After Close [est] Ref=$42.19 || DGRO, WFC, PFE, CSCO: ETF Inflow Alert",2020-01-01,2020-12-31,36955,False,True,
vaccine,399,393,False,,38,9,"The Daily Biotech Pulse: Sanofi Reports Positive Readout, Tonix Vaccine Candidate Aces Animal Study, Hologix's Weak Guidance || J&J (JNJ) Plans to Develop Vaccine for New Coronavirus || Health Officials Say U.S. Coronavirus Vaccine is Making Good Progress",2020-01-01,2020-12-31,36955,False,True,
still,396,395,True,0.0,45,10,"Netflix Is Still Thriving, Just as Management Predicted || Why Skechers Is Still One of My Favorite Stocks for 2020 || Wind Energy Is Still Beating Solar Energy in Washington DC",2020-01-01,2020-12-31,36955,False,True,
gains,395,393,True,1.4,49,10,"Dow Jones Futures Signal Stock Market Gains To Start 2020: Tesla Deliveries Loom; Google, Disney Test Key Support || Stock Market Kicks Off 2020 With Solid Gains; Amazon, AMD, Apple And Tesla Are Key Leaders || Buy Nutanix Before Its Cloud Transition Gains Steam",2020-01-01,2020-12-31,36955,False,True,
nvidia,395,390,False,,22,9,"Sony, Nvidia, Uber Introduce Electric, Autonomous Auto Concepts At CES || AMD's RX 5600 XT Goes After NVIDIA Below $300 || BofA Names Nvidia, Inphi Its Top Semiconductor Stock Picks For 2020",2020-01-01,2020-12-31,36955,False,True,
not,393,389,False,,45,10,"Rosenblatt On Qualcomm Notes 'Based on recent observations, 5G smartphone sell-throughs in China have not been as strong as China OEMs expected after the OEMs launched several 5G smartphone models in November and December 2019' || Merck's Announces Phase 3 Of KEYNOTE-604 Study Did Not Meet Other Dual Primary Endpoint of Overall Survival; Results to be Presented at Upcoming Medical Meeting || Apple Stock Won’t Stay This Hot, but It’s Not Going to Cool All the Way",2020-01-01,2020-12-31,36955,True,False,stopword
raises,388,388,False,,46,10,"Nomura Instinet Maintains Buy on Advanced Micro Devices, Raises Price Target to $58 || UPDATE: Nomura Instinet Maintains Buy On Advanced Micro Devices, Raises Target To $58 As Firm Expects Co. 'to continue strengthening its competitive position in 2020 through a steady stream of new product introductions on 7nm and 7nm+ technologies' || Stifel Maintains Buy on Schlumberger, Raises Price Target to $47",2020-01-01,2020-12-31,36955,False,True,
about,386,384,False,,45,10,Amgen Completes Purchase Of About $2.8 Bln Of BeiGene Shares || 3 Stocks to Buy If You're Worried About a Recession || Everything You Need to Know About Stock Buybacks,2020-01-01,2020-12-31,36955,True,False,stopword
results,386,383,False,,45,10,"Merck's Announces Phase 3 Of KEYNOTE-604 Study Did Not Meet Other Dual Primary Endpoint of Overall Survival; Results to be Presented at Upcoming Medical Meeting || The Daily Biotech Pulse: Xeris Jumps On Positive Data, Mixed Results For Merck's Keytruda-Chemo Combo In Lung Cancer, Intra-Cellular Announces Offering || The Daily Biotech Pulse: Merck's Keytruda Snags Another FDA Approval, DBV Announces Positive Peanut Allergy Study Findings, Applied Genetic Soars On Trial Results",2020-01-01,2020-12-31,36955,False,True,
remdesivir,379,373,False,,15,7,Gilead Says Co Is In Discussions Regarding Potential Use Of Remdesivir As An Investigational Treatment For Ongoing Wuhan Coronavirus Outbreak || Gilead Says There Are Currently No Antiviral Data For Remdesivir That Show Activity Against Wuhan Coronavirus || Hearing Gilead Working with China to Determine if its Remdesivir Can be Used to Treat Corona Virus,2020-01-01,2020-12-31,36955,False,True,
than,379,375,False,,46,10,"Speaker Of The House Nancy Pelosi Says ""Enough is enough. @HouseDemocrats passed the bipartisan #LowerDrugCosts Now Act last year to stop Big Pharma from charging Americans more for our medicines than what they charge for the same drugs overseas."" || UPDATE: Goldman Sachs On U.S. Bancorp Notes 'with its leading ROTCE that has been over 600bp higher than peers since 2015 declining to only a 250bp premium by 2021E, driven by weaker operating leverage' || The Risk of Cancer-Related Death Is Dropping Faster Than Ever",2020-01-01,2020-12-31,36955,True,False,stopword
down,378,373,True,-1.5,48,10,"How Will Schlumberger's Revenue Fare As The Shale Industry Slows Down? || Texas-Based Flatbed Carrier With 260 Trucks Shuts Down, Citing Insurance Costs || Boeing To Reassign Up To 3,000 Workers As 737 MAX Production Shuts Down",2020-01-01,2020-12-31,36955,False,True,
exxon,378,378,False,,28,10,"Here's How Much Investing $100 In Exxon Mobil Stock Back In 2010 Would Be Worth Today || Dow Jones News: Apple Price Targets Raised; Exxon Expects Big Gain From Norway Asset Sale || Exxon Isn't Just Cashing Out on Assets, It's Upgrading",2020-01-01,2020-12-31,36955,False,True,
ahead,376,375,False,,44,10,T-Mobile (TMUS) Stock Gets a Thumbs Up Ahead of Sprint Merger Decision || Oil Market Week Ahead: Oil Earnings Season Starts With Schlumberger || Schlumberger (SLB) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,2020-01-01,2020-12-31,36955,False,True,
group,376,365,True,0.0,46,10,"Morgan Stanley On AMD At CES: 'Impressive Group Of Products, But Nothing Particularly Surprising' || 3 Big Stock Charts for Monday: UnitedHealth Group, CSX, and Occidental Petroleum || Elefante Mark B Buys American Tower Corp, UnitedHealth Group Inc, Becton, Dickinson and Co",2020-01-01,2020-12-31,36955,False,True,
american,373,372,False,,45,10,"American Tower Announces Agreement To Acquire Joint Venture Stakes In Ghana And Uganda From MTN For $523M || American Tower Expands in Africa, Closes Eaton Towers Buyout || Reasons to Add American Electric Power in Your Portfolio",2020-01-01,2020-12-31,36955,False,True,
year,371,359,True,0.0,47,10,"Semiconductor Stocks: Year In Review; Where to Place Your Chips in 2020 || Speaker Of The House Nancy Pelosi Says ""Enough is enough. @HouseDemocrats passed the bipartisan #LowerDrugCosts Now Act last year to stop Big Pharma from charging Americans more for our medicines than what they charge for the same drugs overseas."" || 5-Year Returns for 5 Dow Jones Stocks Entering 2020",2020-01-01,2020-12-31,36955,False,True,
noteworthy,369,369,False,,49,10,"Noteworthy ETF Outflows: XLC, CHTR, ATVI, EA || Noteworthy Thursday Option Activity: DRI, GS, DVN || Noteworthy Thursday Option Activity: BLK, REGN, TMUS",2020-01-01,2020-12-31,36955,False,True,
set,368,364,True,0.0,40,10,"Bed, Bath & Beyond Stock Is All Set for a Turnaround || 3 Stocks Set to Benefit From Battery Storage Demand || 2 Wind Power Stocks Set to Benefit From the Federal Tax Credit Extension",2020-01-01,2020-12-31,36955,False,True,
cvx,360,360,False,,23,9,"Energy Sector Update for 01/02/2020: XOM, CVX, COP, SLB, OXY, CLB, WMB, SDRL || Energy Sector Update for 01/03/2020: BP, XOM, CVX, COP, SLB, OXY, CVI || Dow Movers: JPM, CVX",2020-01-01,2020-12-31,36955,False,True,
banks,356,352,False,,32,9,"JPMorgan Analysts Brace For Tepid Q4 Earnings From Big Banks On Weak Interest Income || Here Come The Banks: Strong Q4 Profit Growth Forecast For JP Morgan, Citigroup || Dow Dips From New Highs As Earnings Season Kicks Off; Banks Report Strong Results",2020-01-01,2020-12-31,36955,False,True,
